,Season Number,Season Start,Season End,Episode Number,Episode Title,Pitch Number,Startup Name,Industry,Business Description,Number of Presenters,Male Presenters,Female Presenters,Transgender Presenters,Couple Presenters,Pitchers Average Age,Started in,Pitchers City,Pitchers State,Yearly Revenue,Monthly Sales,Gross Margin,Net Margin,Original Ask Amount,Original Offered Equity,Valuation Requested,Received Offer,Accepted Offer,Total Deal Amount,Total Deal Equity,``,Debt Interest,Deal Valuation,Number of sharks in deal,Deal has conditions,Has Patents,Ashneer Investment Amount,Ashneer Investment Equity,Ashneer Debt Amount,Namita Investment Amount,Namita Investment Equity,Namita Debt Amount,Anupam Investment Amount,Anupam Investment Equity,Anupam Debt Amount,Vineeta Investment Amount,Vineeta Investment Equity,Vineeta Debt Amount,Aman Investment Amount,Aman Investment Equity,Aman Debt Amount,Peyush Investment Amount,Peyush Investment Equity,Peyush Debt Amount,Ghazal Investment Amount,Ghazal Investment Equity,Ghazal Debt Amount,Amit Investment Amount,Amit Investment Equity,Amit Debt Amount,Guest Investment Amount,Guest Investment Equity,Guest Debt Amount
126,1,20-Dec-21,04-Feb-22,0,Unseen,127,InfinitiInsects,Animal/Pets,Live insect feed for pets,2,1,1,0,0,Middle,2016,Bangalore,Karnataka,0,0.5,0,0,25,10,250,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,1,20-Dec-21,04-Feb-22,0,Unseen,128,AshwaPro,Services,Outdoor cycling gym,1,1,0,0,0,Middle,0,Jaipur,Rajasthan,0,0,0,0,50,10,500,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1,20-Dec-21,04-Feb-22,0,Unseen,129,Mine4Nine,Beauty/Fashion,Trendy maternity dresses,2,1,1,0,1,Middle,2019,Gurgaon,Haryana,260,0,0,0,75,4,1875,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,1,20-Dec-21,04-Feb-22,0,Unseen,130,StudioBeej,Beauty/Fashion,Sustainable leather accessories,1,0,1,0,0,Middle,2020,Mumbai,Maharashtra,112,0,0,0,75,7.5,1000,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,1,20-Dec-21,04-Feb-22,0,Unseen,131,Sattuz,Liquor/Beverages,Foods Beverages super food,2,1,1,0,1,Middle,2018,Madhubani,Bihar,25,0,0,0,25,5,500,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1,20-Dec-21,04-Feb-22,0,Unseen,132,Scintiglo,Medical/Health,Diagnostic device for microalbuminuria estimation,1,1,0,0,0,Middle,2021,Indore,Madhya Pradesh,0,0,0,0,75,1,7500,1,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,1,20-Dec-21,04-Feb-22,0,Unseen,133,Glii,Services,Dating app for LGBTQ,4,3,0,1,0,Middle,2021,Noida,Uttar Pradesh,0,0,0,0,40,4,1000,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,1,20-Dec-21,04-Feb-22,0,Unseen,134,StanleeIndia,Electronics,Televisions,3,3,0,0,0,Middle,2019,Delhi,Delhi,0,0,0,0,60,3,2000,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,1,20-Dec-21,04-Feb-22,0,Unseen,135,SpaceKidzIndia,Manufacturing,Small Satellites by kids,2,1,1,0,0,Middle,0,Chennai,Tamil Nadu,0,0,0,0,100,2,5000,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,1,20-Dec-21,04-Feb-22,0,Unseen,136,UrbanNaps,Services,Smart Napping Pod,2,2,0,0,0,Young,2018,Ahmedabad,Gujarat,0,0,0,0,50,4,1250,1,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,1,20-Dec-21,04-Feb-22,0,Unseen,137,Gizmoswala,Entertainment,Sex toys and games,3,2,1,0,0,Middle,2020,Mumbai,Maharashtra,0,7,40,0,75,5,1500,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,1,20-Dec-21,04-Feb-22,0,Unseen,138,ZyppElectric,Vehicles/Electrical Vehicles,Electrical Vehicles,2,1,1,0,1,Young,0,Gurgaon,Haryana,-1,0,0,0,220,1,22000,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,1,20-Dec-21,04-Feb-22,0,Unseen,139,Picsniff,Technology/Software,Face recognition based image sharing,1,1,0,0,0,Young,2021,Mumbai,Maharashtra,0,0,0,0,55,1,5500,1,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,1,20-Dec-21,04-Feb-22,0,Unseen,140,Deciwood,Electronics,Portable wooden Bluetooth speakers,2,2,0,0,0,Young,2019,Delhi,Delhi,0,0,0,0,50,3.5,1429,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,1,20-Dec-21,04-Feb-22,0,Unseen,141,HappyBar,Food,FitSport delicious snacks,3,2,1,0,0,Middle,2019,Hyderabad,Telangana,-1,29,0,0,60,2,3000,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,1,20-Dec-21,04-Feb-22,0,Unseen,142,Tathastulive,Services,"Offer Daan, Puja and Yajna",3,2,1,0,1,Middle,2020,Ahmedabad,Gujarat,0,0,0,0,50,10,500,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,1,20-Dec-21,04-Feb-22,0,Unseen,143,BandsandCups,Beauty/Fashion,Bra fitting service,1,0,1,0,0,Middle,2021,Chennai,Tamil Nadu,0,1,60,0,40,10,400,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,1,20-Dec-21,04-Feb-22,0,Unseen,144,MyWealthProtector,Services,Beyond Life Service,2,2,0,0,0,Middle,0,Mumbai,Maharashtra,0,2,0,0,50,2.5,2000,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,1,20-Dec-21,04-Feb-22,0,Unseen,145,TheIris,Manufacturing,Pocket Microscopes,2,1,1,0,0,Young,0,Bangalore,Karnataka,0,0,0,0,10,15,67,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,20-Dec-21,04-Feb-22,0,Unseen,146,Canebot,Food,Juice making machine,2,1,1,0,1,Middle,0,Pune,Maharashtra,200,0,0,0,100,2.5,4000,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,1,20-Dec-21,04-Feb-22,0,Unseen,147,OyeDelhiOye,Food,Delhi Ke Chole Kulche,2,2,0,0,0,Middle,2021,Delhi,Delhi,0,0,0,0,35,10,350,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,1,20-Dec-21,04-Feb-22,0,Unseen,148,InaliAssistiveTech,Medical/Health,Prosthetics,2,2,0,0,0,Young,0,Pune,Maharashtra,0,0,0,0,50,5,1000,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,1,20-Dec-21,04-Feb-22,0,Unseen,149,Meera'sCelebrations,Services,Wedding ceremonial items,2,1,1,0,1,Middle,0,Ludhiana,Punjab,0,0,0,0,50,25,200,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,1,20-Dec-21,04-Feb-22,0,Unseen,150,Artment,Beauty/Fashion,Exquisite pieces of home decor,2,1,1,0,0,Young,2019,Gurgaon,Haryana,0,100,0,0,170,2.5,6800,1,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,1,20-Dec-21,04-Feb-22,0,Unseen,151,Powertree,Manufacturing,Beautiful efficient solar panels,2,2,0,0,0,Middle,0,Gandhinagar,Gujarat,0,0,0,0,150,2.5,6000,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,1,20-Dec-21,04-Feb-22,0,Unseen,152,Eume,Beauty/Fashion,Massager Backpack,3,2,1,0,1,Middle,2018,Mumbai,Maharashtra,1200,0,0,0,150,2,7500,1,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,2,02-Jan-23,10-Mar-23,1,Entrepreneurship Ki Leher Ek Baar Firse,153,Hoovu,Services,Fresh Pooja flowers,2,0,2,0,0,Young,0,Bengaluru,Karnataka,0,65,0,0,80,1,8000,1,1,100,2,0,0,5000,2,no,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,0,50,1,0,0,0,0,0,0,0,0,0,0
153,2,02-Jan-23,10-Mar-23,1,Entrepreneurship Ki Leher Ek Baar Firse,154,Dorji,Food,Flavors of Tea,2,2,0,0,0,Young,0,Darjeeling,West Bengal,0,11,0,0,30,5,600,1,1,30,15,0,0,200,3,no,0,0,0,0,0,0,0,10,5,0,10,5,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0
154,2,02-Jan-23,10-Mar-23,1,Entrepreneurship Ki Leher Ek Baar Firse,155,Recode,Beauty/Fashion,Beauty & cosmetics,2,2,0,0,0,Middle,0,Ludhiana,Punjab,0,0,0,0,100,1,10000,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,2,02-Jan-23,10-Mar-23,2,A Bigger Vision,156,VeryMuchIndian,Beauty/Fashion,Paithani Handloom Sarees,2,1,1,0,1,Middle,2018,Pune,Maharashtra,150,0,35,0,50,3,1667,1,1,50,10,0,0,500,2,no,0,0,0,0,25,5,0,0,0,0,0,0,0,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0
156,2,02-Jan-23,10-Mar-23,2,A Bigger Vision,157,WatchoutWearables,Electronics,Smart watches,2,2,0,0,0,Young,2021,Thane,Maharashtra,0,25,0,0,200,5,4000,1,1,100,10,100,0,1000,2,no,0,0,0,0,0,0,0,50,5,50,50,5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,2,02-Jan-23,10-Mar-23,2,A Bigger Vision,158,SoupX,Food,Soup based meals,2,2,0,0,0,Young,0,Delhi,Delhi,-1,0,45,0,75,6,1250,1,1,50,18,25,0,277.7777778,1,no,0,0,0,0,0,0,0,0,0,0,50,18,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,2,02-Jan-23,10-Mar-23,3,Thrilling and Thunderous Pitches,159,ATMOSPHERE,Food,Varieties of kombucha,2,0,2,0,0,Young,0,Delhi,Delhi,0,0,0,0,75,3,2500,1,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,2,02-Jan-23,10-Mar-23,3,Thrilling and Thunderous Pitches,160,Stage,Entertainment,Web series and movies in Indian languages,3,3,0,0,0,Young,0,"Bhiwani,Barnagar","Haryana,Madhya Pradesh",0,0,0,0,300,1,30000,1,1,150,0.6,150,0,25000,3,no,0,0,0,0,50,0.2,50,0,0,0,0,0,0,50,0.2,50,50,0.2,50,0,0,0,0,0,0,0,0,0
160,2,02-Jan-23,10-Mar-23,3,Thrilling and Thunderous Pitches,161,Girgit,Beauty/Fashion,color-changing clothing products,2,1,1,0,1,Young,0,Mumbai,Maharashtra,0,0,0,0,20,10,200,1,1,20,20,0,0,100,1,no,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,2,02-Jan-23,10-Mar-23,4,Ideas Meets Opportunity,162,GearHeadMotors,Vehicles/Electrical Vehicles,Electric vehicles bikes,2,2,0,0,0,Young,0,Hyderabad,Telangana,0,0,0,0,75,2,3750,1,1,100,6.67,0,0,1499.250375,2,no,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3.335,0,50,3.335,0,0,0,0,0,0,0,0,0,0
162,2,02-Jan-23,10-Mar-23,4,Ideas Meets Opportunity,163,PatilKaki,Food,Homemade snacks,3,2,1,0,0,Young,2020,Mumbai,Maharashtra,0,0,0,0,40,2.5,1600,1,1,40,4,0,0,1000,2,no,0,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0
163,2,02-Jan-23,10-Mar-23,4,Ideas Meets Opportunity,164,Brandsdaddy,Manufacturing,Auto Fire Extinguisher,2,1,1,0,1,Middle,0,Mumbai,Maharashtra,0,12,60,0,70,5,1400,1,1,35,5,35,0,700,1,no,0,0,0,0,35,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,2,02-Jan-23,10-Mar-23,5,Investing in the Future of India,165,Winston,Beauty/Fashion,Techno beauty products at home,2,1,1,0,1,Middle,0,Faridabad,Haryana,0,46,0,0,100,4,2500,1,1,100,10,0,0,1000,2,no,0,0,0,0,0,0,0,50,5,0,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,2,02-Jan-23,10-Mar-23,5,Investing in the Future of India,166,Flatheads,Beauty/Fashion,Shoes Sneakers Loafers,1,1,0,0,0,Middle,2019,Bangalore,Karnataka,-1,0,0,0,75,3,2500,1,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,2,02-Jan-23,10-Mar-23,5,Investing in the Future of India,167,OrganicSmokes,Beauty/Fashion,Organic Cigarettes Cigarillos Smokes,3,3,0,0,0,Middle,0,Delhi,Delhi,0,40,0,0,100,1,10000,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,2,02-Jan-23,10-Mar-23,6,Determined Entrepreneurs,168,TeaFit,Liquor/Beverages,Refreshing beverages,3,2,1,0,0,Young,0,Mumbai,Maharashtra,0,0,0,0,50,3,1666.666667,1,1,50,8,0,0,625,4,no,0,0,0,0,0,0,0,12.5,2,0,12.5,2,0,12.5,2,0,12.5,2,0,0,0,0,0,0,0,0,0,0
168,2,02-Jan-23,10-Mar-23,6,Determined Entrepreneurs,169,Haqdarshak,Services,Platform to know about welfare schemes for MSMEs,2,1,1,0,0,Middle,0,Shimla,Himachal Pradesh,0,0,0,0,100,0.5,20000,1,1,100,2,0,0,5000,3,no,0,0,0,0,33.33,0.666,0,0,0,0,0,0,0,33.33,0.666,0,33.33,0.666,0,0,0,0,0,0,0,0,0,0
169,2,02-Jan-23,10-Mar-23,6,Determined Entrepreneurs,170,Bhaskar'sPuranpoliGhar,Food,Varieties of Puranpoli snacks,3,3,0,0,0,Middle,0,Thane,Maharashtra,0,0,0,0,75,1,7500,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,2,02-Jan-23,10-Mar-23,7,Shaandar Businesses,171,GunjanAppsStudios,Technology/Software,CHILDREN'S PLAYFUL LEARNING PARTNER,2,1,1,0,1,Middle,0,Kolkata,West Bengal,2400,0,0,0,250,1,25000,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,2,02-Jan-23,10-Mar-23,7,Shaandar Businesses,172,TheSimplySalad,Food,Freshly chopped salads,2,1,1,0,0,Young,0,Ahmedabad,Gujarat,0,0,0,0,30,10,300,1,1,30,10,0,0,300,2,no,0,0,0,0,0,0,0,0,0,0,15,5,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0
172,2,02-Jan-23,10-Mar-23,7,Shaandar Businesses,173,AyuSynk,Medical/Health,Digital Stethoscopes,3,3,0,0,0,Middle,0,Mumbai,Maharashtra,0,0,0,0,100,1.5,6666.666667,1,1,50,3.5,50,10,1428.571429,1,no,0,0,0,0,50,3.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,2,02-Jan-23,10-Mar-23,8,Investment with Intent,174,AtypicalAdvantage,Technology/Software,Platform for persons with disabilities,1,1,0,0,0,Middle,0,Jamshedpur,Jharkhand,0,0,0,0,30,1,3000,1,1,30,3,0,0,1000,2,no,0,0,0,0,15,1.5,0,0,0,0,0,0,0,15,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0
174,2,02-Jan-23,10-Mar-23,8,Investment with Intent,175,HouseOfChikankari,Beauty/Fashion,HANDMADE BY ARTISANS OF LUCKNOW,2,0,2,0,0,Middle,2020,Delhi,Delhi,0,0,0,0,75,1,7500,1,1,75,3.75,0,0,2000,2,no,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,1.875,0,37.5,1.875,0,0,0,0,0,0,0,0,0,0
175,2,02-Jan-23,10-Mar-23,8,Investment with Intent,176,MagicOfMemories,Beauty/Fashion,DNA Jewllery,1,0,1,0,0,Middle,0,Delhi,Delhi,0,0,0,0,25,5,500,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,2,02-Jan-23,10-Mar-23,9,Invest In Lifestyle,177,Paradyes,Beauty/Fashion,Semi Permanent Hair Color,2,1,1,0,1,Young,2020,Ahmedabad,Gujarat,350,0,0,0,65,1,6500,1,1,65,2,0,0,3250,2,no,0,0,0,0,0,0,0,0,0,0,32.5,1,0,32.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
177,2,02-Jan-23,10-Mar-23,9,Invest In Lifestyle,178,Nestroots,Furnishing/Household,"House of design, aesthetics and elegance",1,0,1,0,0,Middle,0,Delhi,Delhi,0,0,0,0,50,1,5000,1,1,50,2,0,0,2500,1,no,0,0,0,0,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,2,02-Jan-23,10-Mar-23,10,Zillionaire Banne Ki Chah,179,Zillionaire,Beauty/Fashion,Unique styles of stones and jewels,2,2,0,0,0,Young,0,Jaipur,Rajasthan,100,0,0,0,50,3.3,1515.151515,1,1,100,10,0,0,1000,1,no,0,0,0,0,0,0,0,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,2,02-Jan-23,10-Mar-23,10,Zillionaire Banne Ki Chah,180,Credmate,Technology/Software,Platform for credit score,2,2,0,0,0,Middle,0,Ludhiana,Punjab,0,130,0,0,50,5,1000,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,2,02-Jan-23,10-Mar-23,10,Zillionaire Banne Ki Chah,181,Freebowler,Sports,Non-Electric & Portable Bowling Machines,2,2,0,0,0,Middle,0,Bangalore,Karnataka,0,0,0,0,75,7.5,1000,1,1,25,7.5,50,10,333.3333333,1,no,0,0,0,0,25,7.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,2,02-Jan-23,10-Mar-23,11,Investing The Right Way,182,ABCSports&Fitness,Sports,Sports training institute,2,2,0,0,0,Middle,0,Pune,Maharashtra,0,0,0,0,40,2,2000,1,1,40,10,0,0,400,1,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,10,0,0,0,0,0,0,0,0,0,0
182,2,02-Jan-23,10-Mar-23,11,Investing The Right Way,183,Primebook,Technology/Software,Android Apps on Windows laptops,4,4,0,0,0,Middle,0,Delhi,Delhi,0,0,0,0,75,1.5,5000,1,1,75,3,0,0,2500,2,no,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,1.5,0,37.5,1.5,0,0,0,0,0,0,0,0,0,0
183,2,02-Jan-23,10-Mar-23,11,Investing The Right Way,184,DailyDump,Manufacturing,Compost Bins,2,1,1,0,0,Middle,2006,Bangalore,Karnataka,0,0,0,0,80,4,2000,1,1,30,4,50,10,750,1,no,0,0,0,0,30,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,2,02-Jan-23,10-Mar-23,12,Pitchers Ki Undying Spirit,185,GharSoaps,Beauty/Fashion,Pure Organic Soaps,2,2,0,0,0,Middle,0,Pune,Maharashtra,0,0,0,0,60,2,3000,1,1,60,4,0,0,1500,1,no,0,0,0,0,0,0,0,0,0,0,0,0,0,60,4,0,0,0,0,0,0,0,0,0,0,0,0,0
185,2,02-Jan-23,10-Mar-23,12,Pitchers Ki Undying Spirit,186,Janitri,Medical/Health,Pregnancy Monitoring systems,1,1,0,0,0,Middle,2021,Alwar,Rajasthan,0,0,0,0,100,2.5,4000,1,1,100,2.5,0,0,4000,1,no,0,0,0,0,100,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,2,02-Jan-23,10-Mar-23,12,Pitchers Ki Undying Spirit,187,JaipurWatchCompany,Manufacturing,Made in India Imperial Automatic Watches,1,1,0,0,0,Middle,0,Jaipur,Rajasthan,0,0,75,0,50,2,2500,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,2,02-Jan-23,10-Mar-23,13,Up And Coming Business Ideas,188,InsideFPV,Manufacturing,Plug and Fly Drones,3,2,1,0,0,Young,0,Surat,Gujarat,0,0,0,0,75,4,1875,1,1,75,15,0,0,500,4,no,0,0,0,0,18.75,3.75,0,0,0,0,0,0,0,18.75,3.75,0,18.75,3.75,0,0,0,0,18.75,3.75,0,0,0,0
188,2,02-Jan-23,10-Mar-23,13,Up And Coming Business Ideas,189,Angrakhaa,Beauty/Fashion,Contemporary Indian clothing,2,0,2,0,0,Young,0,Delhi,Delhi,0,0,0,0,40,5,800,1,1,40,20,0,0,200,1,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0,0,0,0
189,2,02-Jan-23,10-Mar-23,13,Up And Coming Business Ideas,190,Diabexy,Food,Diabetes Friendly Food Products,2,1,1,0,1,Middle,2016,Gurgaon,Haryana,0,100,0,0,150,1,15000,1,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,2,02-Jan-23,10-Mar-23,14,Investment Worthy Ideas,191,Kyari,Manufacturing,Smart stick Guardian,2,1,1,0,0,Young,2018,Ghaziabad,Uttar Pradesh,0,10,0,0,51,1,5100,1,1,51,6,0,0,850,2,no,0,0,0,0,0,0,0,25.5,3,0,0,0,0,0,0,0,25.5,3,0,0,0,0,0,0,0,0,0,0
191,2,02-Jan-23,10-Mar-23,14,Investment Worthy Ideas,192,MoppFoods,Food,Mad over Parathas Pakodas,2,1,1,0,1,Middle,0,Delhi,Delhi,0,0,0,0,75,2.25,3333.333333,1,1,75,5,0,0,1500,1,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,5,0,0,0,0
192,2,02-Jan-23,10-Mar-23,14,Investment Worthy Ideas,193,Econiture,Furnishing/Household,Furniture from plastic waste,4,4,0,0,0,Middle,0,Amaravati,Maharashtra,0,0,0,0,50,8,625,0,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,2,02-Jan-23,10-Mar-23,15,Changing The Face Of Indian Entrepreneurship,194,Dobiee,Food,CANDIES MUSKIEE TOYS,2,2,0,0,0,Middle,2021,Shinde,Maharashtra,0,32,23,0,72,2,3600,1,1,72,6.5,0,0,1107.692308,1,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,6.5,0,0,0,0
194,2,02-Jan-23,10-Mar-23,15,Changing The Face Of Indian Entrepreneurship,195,FastBeetle,Services,Local courier and parcel service,2,2,0,0,0,Young,2019,Srinagar,Jammu & Kashmir,-1,25,54,0,90,3,3000,1,1,90,7.5,0,0,1200,2,no,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3.75,0,45,3.75,0,0,0,0,0,0,0,0,0,0
195,2,02-Jan-23,10-Mar-23,15,Changing The Face Of Indian Entrepreneurship,196,Pflow,Medical/Health,Disposable uroflowmetry system,2,1,1,0,1,Middle,2021,Dhule,Maharashtra,0,0,80,0,60,1,6000,1,1,60,6,0,0,1000,2,no,0,0,0,0,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,0,0
196,2,02-Jan-23,10-Mar-23,16,Pitchers Ki Taiyyari,197,VSMani,Food,Coffee and snacks,3,3,0,0,0,Middle,2020,Bangalore,Karnataka,-1,63,0,0,60,1.5,4000,1,1,19,1,41,10,1900,1,no,0,0,0,0,19,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,2,02-Jan-23,10-Mar-23,16,Pitchers Ki Taiyyari,198,Sepal,Manufacturing,Bike Accessories,2,2,0,0,0,Middle,0,Hyderabad,Telangana,0,0,37,0,50,1,5000,1,1,50,2,0,0,2500,1,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2,0,0,0,0,0,0,0,0,0,0
198,2,02-Jan-23,10-Mar-23,16,Pitchers Ki Taiyyari,199,Solinas,Services,"Products organise the management of pipelines,manholes and septic tanks",4,3,1,0,0,Middle,2020,Chennai,Tamil Nadu,120,0,0,0,90,2,4500,1,1,90,3,0,0,3000,2,no,0,0,0,0,0,0,0,45,1.5,0,0,0,0,0,0,0,45,1.5,0,0,0,0,0,0,0,0,0,0
199,2,02-Jan-23,10-Mar-23,17,Innovation Hardwork And Diligence,200,AvimeeHerbal,Beauty/Fashion,Ayurveda hair skin products,5,3,2,0,1,Middle,2021,Surat,Gujarat,0,165,69,0,280,0.5,56000,1,0,0,0,0,0,0,0,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
